TP_ID,TRAIL_ID,USER_ID,Y_COORDINA,X_COORDINA,TIME,DATE,SPEED,HEIGHT,SPEED(KM/H),Y_WGS84,X_WGS84,Distance_km,Time_Diff_s,Acceleration_mps2
197,197,Bullis19,60304191,15316266,07-33-51,14-06-11,6440,-1,64.4,60.506985,15.52711,0.555469464557191,30.0,-0.061111111111111054
198,198,Bullis19,60302704,15313689,07-34-22,14-06-11,4130,-1,41.3,60.504506666666664,15.522815,0.36225666906450465,31.0,-0.20698924731182802
199,199,Bullis19,60302689,15312764,07-34-53,14-06-11,7600,-1,76.0,60.50448166666666,15.521273333333333,0.08444802411336413,31.0,0.3109318996415771
200,200,Bullis19,60299156,15307484,07-35-23,14-06-11,10450,-1,104.5,60.49859333333333,15.512473333333332,0.8129285628680186,30.0,0.2638888888888889
201,201,Bullis19,60295953,15300591,07-35-53,14-06-11,10720,-1,107.2,60.493255,15.500985,0.8649573465501191,30.0,0.025000000000000026
202,202,Bullis19,60294285,15291505,07-36-23,14-06-11,10680,-1,106.8,60.490475,15.485841666666667,0.885115648430618,30.0,-0.0037037037037037563
203,203,Bullis19,60292603,15282237,07-36-54,14-06-11,10700,-1,107.0,60.487671666666664,15.470395,0.901663500995441,31.0,0.0017921146953405272
204,204,Bullis19,60290375,15274284,07-37-25,14-06-11,8770,-1,87.7,60.483958333333334,15.45714,0.8352865879295319,31.0,-0.1729390681003584
205,205,Bullis19,60289041,15268248,07-37-56,14-06-11,1590,-1,15.9,60.481735,15.44708,0.6040365207277417,31.0,-0.64336917562724
206,206,Bullis19,60289943,15267202,07-38-26,14-06-11,2300,-1,23.0,60.48323833333333,15.445336666666666,0.19252329497331988,30.0,0.06574074074074074
207,207,Bullis19,60289488,15267467,07-41-50,14-06-11,2970,-1,29.7,60.48248,15.445778333333333,0.08772568701315073,204.0,0.00912309368191721
208,208,Bullis19,60289957,15267518,07-52-20,14-06-11,1739,-1,17.39,60.483261666666664,15.445863333333334,0.08704201883824632,630.0,-0.00542768959435626
209,209,Bullis19,60290676,15265336,07-52-50,14-06-11,5090,-1,50.9,60.48446,15.442226666666667,0.23967835724409062,30.0,0.3102777777777777
210,210,Bullis19,60292550,15262503,07-53-20,14-06-11,4810,-1,48.1,60.48758333333333,15.437505,0.43302933026036045,30.0,-0.0259259259259259
211,211,Bullis19,60294192,15260407,07-53-50,14-06-11,4620,-1,46.2,60.49032,15.434011666666667,0.3594615460647875,30.0,-0.01759259259259258
212,212,Bullis19,60296229,15259549,07-54-20,14-06-11,4079,-1,40.79,60.493715,15.432581666666668,0.38554535545064195,30.0,-0.05009259259259262
213,213,Bullis19,60296696,15259122,07-54-53,14-06-11,3779,-1,37.79,60.49449333333333,15.43187,0.09491753246920145,33.0,-0.02525252525252525
214,214,Bullis19,60298738,15257340,07-55-23,14-06-11,3550,-1,35.5,60.49789666666667,15.4289,0.4119029951088494,30.0,-0.021203703703703693
215,215,Bullis19,60300931,15255470,07-55-53,14-06-11,5650,-1,56.5,60.501551666666664,15.425783333333333,0.4407926058417114,30.0,0.19444444444444445
216,216,Bullis19,60303235,15255903,07-56-23,14-06-11,2070,-1,20.7,60.50539166666667,15.426505,0.428812644936717,30.0,-0.33148148148148143
217,217,Bullis19,60304172,15255734,07-56-53,14-06-11,3170,-1,31.7,60.506953333333335,15.426223333333333,0.17433268647832154,30.0,0.10185185185185185
218,218,Bullis19,60304621,15255320,10-54-53,14-06-11,2330,-1,23.3,60.50770166666667,15.425533333333334,0.09138273312789329,10680.0,-0.00021847690387016226
219,219,Bullis19,60304196,15254831,10-55-27,14-06-11,5110,-1,51.1,60.506993333333334,15.424718333333333,0.09052148222643305,34.0,0.22712418300653595
220,220,Bullis19,60301668,15255334,10-55-57,14-06-11,5960,-1,59.6,60.50278,15.425556666666667,0.47074399043841275,30.0,0.0787037037037037
221,221,Bullis19,60299258,15256796,10-56-27,14-06-11,5370,-1,53.7,60.498763333333336,15.427993333333333,0.4661340603492559,30.0,-0.05462962962962961
222,222,Bullis19,60297524,15257949,10-56-57,14-06-11,5050,-1,50.5,60.495873333333336,15.429915,0.33814379980595327,30.0,-0.029629629629629655
223,223,Bullis19,60295511,15259813,10-57-27,14-06-11,5040,-1,50.4,60.49251833333334,15.433021666666667,0.4100234852348943,30.0,-0.0009259259259259391
224,224,Bullis19,60293555,15260927,10-57-57,14-06-11,3030,-1,30.3,60.48925833333333,15.434878333333334,0.3764888956065931,30.0,-0.1861111111111111
225,225,Bullis19,60291825,15263391,10-58-27,14-06-11,2950,-1,29.5,60.486375,15.438985,0.39165335814421987,30.0,-0.007407407407407414
226,226,Bullis19,60291443,15263932,10-59-08,14-06-11,4860,-1,48.6,60.48573833333333,15.439886666666666,0.0863213424530561,41.0,0.1294037940379404
227,227,Bullis19,60289907,15266375,10-59-38,14-06-11,2100,-1,21.0,60.483178333333335,15.443958333333333,0.36163863098252996,30.0,-0.2555555555555556
228,228,Bullis19,60288612,15267654,11-00-08,14-06-11,4110,-1,41.1,60.48102,15.44609,0.266901506281297,30.0,0.18611111111111114
229,229,Bullis19,60285970,15271926,11-00-38,14-06-11,8580,-1,85.8,60.476616666666665,15.45321,0.626036711657862,30.0,0.4138888888888888
230,230,Bullis19,60283804,15274991,11-01-08,14-06-11,7030,-1,70.3,60.47300666666667,15.458318333333333,0.4893776199143589,30.0,-0.14351851851851852
231,231,Bullis19,60280924,15279333,11-01-38,14-06-11,8210,-1,82.1,60.46820666666667,15.465555,0.6649568618780335,30.0,0.10925925925925922
232,232,Bullis19,60278695,15282417,11-02-08,14-06-11,1360,-1,13.6,60.46449166666667,15.470695,0.5000160280972066,30.0,-0.6342592592592593
233,233,Bullis19,60278266,15282881,11-03-08,14-06-11,1710,-1,17.1,60.46377666666667,15.471468333333334,0.09009948663722339,60.0,0.01620370370370371
234,234,Bullis19,60278268,15284704,11-03-38,14-06-11,2570,-1,25.7,60.46378,15.474506666666667,0.16655021879064832,30.0,0.07962962962962962
235,235,Bullis19,60277726,15284760,11-04-08,14-06-11,20,-1,0.2,60.462876666666666,15.4746,0.10057629801333072,30.0,-0.2361111111111111
236,236,Bullis19,60278068,15285437,11-37-24,14-06-11,2590,-1,25.9,60.46344666666667,15.475728333333333,0.08855984391988174,1996.0,0.003576597639723892
237,237,Bullis19,60278866,15286701,11-37-54,14-06-11,3979,-1,39.79,60.464776666666666,15.477835,0.1876338191839754,30.0,0.12861111111111112
238,238,Bullis19,60279133,15285269,11-38-24,14-06-11,5060,-1,50.6,60.465221666666665,15.475448333333333,0.1398681654645106,30.0,0.10009259259259261
239,239,Bullis19,60278282,15283234,11-38-54,14-06-11,20,-1,0.2,60.46380333333333,15.472056666666667,0.2437968768405321,30.0,-0.4666666666666667
240,240,Bullis19,60277761,15283237,11-39-42,14-06-11,5190,-1,51.9,60.462935,15.472061666666667,0.09655465031734507,48.0,0.29918981481481477
241,241,Bullis19,60274527,15285627,11-40-12,14-06-11,8780,-1,87.8,60.457545,15.476045,0.6378846382117698,30.0,0.3324074074074074
242,242,Bullis19,60271618,15290689,11-40-42,14-06-11,7940,-1,79.4,60.45269666666667,15.484481666666667,0.7103719772824273,30.0,-0.0777777777777777
243,243,Bullis19,60270759,15291397,11-41-42,14-06-11,5690,-1,56.9,60.451265,15.485661666666667,0.17184206283720585,60.0,-0.1041666666666667
244,244,Bullis19,60272138,15297568,11-42-12,14-06-11,7630,-1,76.3,60.453563333333335,15.495946666666667,0.6191831632612224,30.0,0.1796296296296296
245,245,Bullis19,60273422,15303132,11-42-42,14-06-11,6220,-1,62.2,60.45570333333333,15.50522,0.5613975478165442,30.0,-0.1305555555555555
246,246,Bullis19,60272977,15308169,11-43-12,14-06-11,4410,-1,44.1,60.45496166666667,15.513615,0.46763093452739934,30.0,-0.1675925925925926
247,247,Bullis19,60274488,15312225,11-43-42,14-06-11,5400,-1,54.0,60.45748,15.520375,0.4645332829113953,30.0,0.09166666666666665
248,248,Bullis19,60274790,15316510,11-44-12,14-06-11,5620,-1,56.2,60.45798333333333,15.527516666666667,0.3955315446570169,30.0,0.020370370370370396
249,249,Bullis19,60274807,15320617,11-44-42,14-06-11,6010,-1,60.1,60.458011666666664,15.534361666666667,0.37529674195247786,30.0,0.036111111111111094
250,250,Bullis19,60274729,15327085,11-45-12,14-06-11,7180,-1,71.8,60.457881666666665,15.545141666666666,0.5912012413608702,30.0,0.1083333333333333
251,251,Bullis19,60276211,15332156,11-45-42,14-06-11,5630,-1,56.3,60.46035166666667,15.553593333333334,0.5386379729103453,30.0,-0.14351851851851852
252,252,Bullis19,60277097,15336597,11-46-12,14-06-11,5390,-1,53.9,60.46182833333334,15.560995,0.43772808234792,30.0,-0.02222222222222221
253,253,Bullis19,60277641,15338749,11-46-42,14-06-11,4610,-1,46.1,60.462735,15.564581666666667,0.2209570649843633,30.0,-0.07222222222222219
254,254,Bullis19,60279443,15338774,11-47-12,14-06-11,3720,-1,37.2,60.465738333333334,15.564623333333333,0.33396323983403353,30.0,-0.0824074074074074
